,location,total_sqft,bath,balcony,price,bhk
4448,Kaikondrahalli,1605.0,3.0,3.0,105.0,3
4449,Kaikondrahalli,1253.0,2.0,2.0,81.5,2
4450,Kaikondrahalli,991.0,2.0,0.0,64.0,2
4451,Kaikondrahalli,900.0,2.0,1.0,27.0,2
4452,Kaikondrahalli,1250.0,2.0,1.0,78.0,2
4453,Kaikondrahalli,3381.0,6.0,3.0,225.0,6
4454,Kalena Agrahara,1150.0,2.0,3.0,40.0,2
4455,Kalena Agrahara,1200.0,2.0,2.0,50.0,2
4456,Kalena Agrahara,1804.0,3.0,2.0,120.0,3
4457,Kalena Agrahara,1200.0,2.0,1.0,40.0,2
4458,Kalena Agrahara,1425.0,2.0,1.0,70.0,3
4459,Kalena Agrahara,1325.0,2.0,2.0,76.0,2
4460,Kalena Agrahara,1450.0,2.0,3.0,85.0,3
4461,Kalena Agrahara,1765.0,3.0,1.0,125.0,3
4462,Kalena Agrahara,980.0,2.0,1.0,40.0,2
4463,Kalena Agrahara,1187.0,2.0,3.0,52.0,2
4464,Kalena Agrahara,800.0,2.0,2.0,30.0,2
4465,Kalena Agrahara,1270.0,2.0,2.0,100.0,2
4466,Kalena Agrahara,1565.0,3.0,2.0,78.0,3
4467,Kalena Agrahara,610.0,1.0,1.0,39.0,1
4468,Kalena Agrahara,1120.0,2.0,2.0,40.0,2
4469,Kalena Agrahara,1040.0,2.0,2.0,45.0,2
4470,Kalena Agrahara,1804.0,3.0,2.0,166.0,3
4471,Kalena Agrahara,1450.0,3.0,3.0,100.0,3
4472,Kalena Agrahara,1804.0,3.0,2.0,175.0,3
4473,Kalena Agrahara,1200.0,2.0,2.0,45.0,2
4474,Kalena Agrahara,1000.0,2.0,2.0,33.0,2
4475,Kalena Agrahara,1902.0,3.0,2.0,89.0,3
4476,Kalena Agrahara,980.0,2.0,2.0,35.0,2
4477,Kalena Agrahara,800.0,2.0,1.0,40.0,2
4478,Kalena Agrahara,1222.0,2.0,3.0,48.0,2
4479,Kalena Agrahara,900.0,2.0,1.0,40.0,2
4480,Kalena Agrahara,1804.0,3.0,2.0,155.0,3
4481,Kalena Agrahara,1837.0,2.0,2.0,95.0,3
4482,Kalena Agrahara,1180.0,2.0,2.0,85.0,2
4483,Kalena Agrahara,1510.0,3.0,2.0,78.0,3
4484,Kalena Agrahara,1354.0,2.0,2.0,70.0,2
4485,Kalena Agrahara,1200.0,3.0,2.0,70.0,2
4486,Kalena Agrahara,1354.0,2.0,2.0,71.0,2
4487,Kalyan nagar,1290.0,2.0,2.0,110.0,2
4488,Kalyan nagar,1375.0,3.0,2.0,75.0,3
4489,Kalyan nagar,820.0,2.0,0.0,39.0,2
4490,Kalyan nagar,3800.0,5.0,3.0,300.0,4
4491,Kalyan nagar,1640.0,3.0,3.0,88.0,3
4493,Kalyan nagar,1080.0,2.0,2.0,73.0,2
4494,Kalyan nagar,2422.0,3.0,2.0,150.0,4
4495,Kalyan nagar,1280.0,2.0,1.0,48.0,2
4497,Kalyan nagar,1198.0,2.0,1.0,65.0,2
4498,Kalyan nagar,1250.0,2.0,2.0,65.0,2
4499,Kalyan nagar,1190.0,2.0,1.0,60.0,2
4500,Kalyan nagar,1086.0,2.0,2.0,44.5,2
4501,Kalyan nagar,2285.0,4.0,1.0,165.0,3
4502,Kalyan nagar,1100.0,2.0,1.0,70.0,2
4503,Kalyan nagar,8840.0,2.0,3.0,300.0,2
4504,Kambipura,883.0,2.0,1.0,45.0,2
4505,Kambipura,883.0,2.0,1.0,29.0,2
4506,Kambipura,1082.0,2.0,1.0,57.5,3
4507,Kambipura,1082.0,2.0,1.0,56.0,3
4508,Kambipura,883.0,2.0,1.0,45.0,2
4510,Kambipura,883.0,2.0,1.0,39.0,2
4511,Kambipura,883.0,2.0,1.0,45.0,2
4512,Kambipura,883.0,2.0,1.0,39.0,2
4513,Kambipura,1082.0,2.0,1.0,55.0,3
4515,Kambipura,883.0,2.0,1.0,37.0,2
4516,Kambipura,883.0,2.0,1.0,44.0,2
4517,Kambipura,883.0,2.0,1.0,37.0,2
4520,Kambipura,883.0,2.0,1.0,39.0,2
4521,Kambipura,883.0,2.0,1.0,37.01,2
4522,Kambipura,883.0,2.0,1.0,39.0,2
4523,Kambipura,883.0,2.0,1.0,45.0,2
4524,Kambipura,883.0,2.0,1.0,49.0,2
4525,Kambipura,883.0,2.0,1.0,39.0,2
4526,Kambipura,1082.0,2.0,1.0,55.0,3
4527,Kambipura,883.0,2.0,1.0,49.0,2
4528,Kammanahalli,2845.0,5.0,1.0,140.0,5
4529,Kammanahalli,1160.0,2.0,1.0,52.0,2
4530,Kammanahalli,700.0,1.0,0.0,59.0,1
4531,Kammanahalli,1200.0,2.0,2.0,80.0,2
4532,Kammanahalli,1100.0,2.0,1.0,60.0,2
4533,Kammanahalli,1200.0,1.0,1.0,81.0,2
4534,Kammanahalli,2900.0,4.0,2.0,200.0,4
4535,Kammanahalli,1200.0,3.0,2.0,80.0,2
4536,Kammasandra,1595.0,3.0,2.0,65.0,3
4537,Kammasandra,810.0,2.0,2.0,24.5,2
4538,Kammasandra,657.5,1.0,0.0,18.41,1
4539,Kammasandra,1156.0,2.0,2.0,32.0,2
4540,Kammasandra,870.0,2.0,1.0,24.0,2
4541,Kammasandra,1018.0,2.0,0.0,23.45,2
4542,Kammasandra,990.0,2.0,1.0,31.5,2
4544,Kammasandra,930.0,2.0,0.0,25.0,2
4545,Kammasandra,992.0,2.0,2.0,25.79,2
4546,Kammasandra,1030.0,1.0,2.0,25.75,2
4548,Kammasandra,1015.0,2.0,2.0,37.0,2
4550,Kammasandra,1080.0,2.0,1.0,31.99,2
4551,Kammasandra,1415.0,2.0,2.0,60.0,2
4552,Kammasandra,1057.0,2.0,1.0,35.0,2
4553,Kammasandra,982.0,2.0,2.0,25.53,2
4554,Kammasandra,1500.0,3.0,2.0,65.0,3
4555,Kammasandra,985.0,2.0,1.0,40.5,2
4556,Kammasandra,940.0,2.0,2.0,35.0,2
4558,Kammasandra,610.0,1.0,1.0,18.5,1
4559,Kanakapura,1419.0,3.0,3.0,75.0,3
4560,Kanakapura,711.0,1.0,1.0,36.0,1
4561,Kanakapura,711.0,1.0,1.0,38.0,1
4562,Kanakapura,929.0,2.0,1.0,46.0,2
4563,Kanakapura,1090.0,2.0,2.0,32.69,2
4564,Kanakapura,551.0,1.0,1.0,30.0,1
4565,Kanakapura,1020.0,2.0,1.0,42.83,2
4566,Kanakapura,1699.0,3.0,3.0,97.0,3
4568,Kanakapura,1130.0,2.0,1.0,45.2,2
4569,Kanakapura,1476.0,3.0,1.0,75.0,3
4571,Kanakapura,1295.0,2.0,2.0,64.0,2
4572,Kanakapura,1160.0,2.0,1.0,46.39,2
4573,Kanakapura,1277.0,2.0,2.0,55.0,2
4574,Kanakapura,1151.0,2.0,1.0,59.0,2
4575,Kanakapura,1110.0,2.0,2.0,38.85,2
4576,Kanakapura,1938.0,3.0,3.0,113.0,3
4577,Kanakapura,945.0,2.0,1.0,47.0,2
4578,Kanakapura,1190.0,2.0,2.0,39.0,2
4579,Kanakapura,1254.0,2.0,2.0,70.0,3
4580,Kanakapura,2200.0,3.0,1.0,121.0,3
4581,Kanakapura,1340.0,2.0,2.0,65.0,2
4583,Kanakapura,1450.0,3.0,1.0,75.0,3
4585,Kanakapura,1130.0,2.0,1.0,45.2,2
4586,Kanakapura,1090.0,2.0,2.0,38.15,2
4587,Kanakapura,1283.0,2.0,2.0,68.0,2
4588,Kanakapura,2130.0,4.0,0.0,120.0,4
4590,Kanakapura,1120.0,2.0,2.0,39.2,2
4591,Kanakapura,1017.0,2.0,1.0,66.0,2
4593,Kanakapura,938.0,1.0,1.0,50.0,1
4595,Kanakapura,825.0,1.0,0.0,35.475,1
4596,Kanakapura,1938.0,3.0,3.0,113.0,3
4597,Kanakapura,1090.0,2.0,2.0,38.15,2
4598,Kanakapura,1489.0,2.0,1.0,70.0,3
4599,Kanakapura,1477.0,2.0,1.0,69.5,3
4601,Kanakpura Road,1330.74,2.0,2.0,91.79,2
4603,Kanakpura Road,1665.0,3.0,2.0,88.0,3
4604,Kanakpura Road,950.0,2.0,1.0,57.0,2
4607,Kanakpura Road,525.0,1.0,1.0,26.0,1
4609,Kanakpura Road,525.0,2.0,2.0,21.53,1
4613,Kanakpura Road,525.0,1.0,1.0,27.25,1
4614,Kanakpura Road,1100.0,2.0,1.0,58.0,3
4615,Kanakpura Road,525.0,1.0,1.0,30.0,1
4617,Kanakpura Road,1339.0,2.0,3.0,75.0,2
4618,Kanakpura Road,1100.0,3.0,2.0,58.0,3
4619,Kanakpura Road,525.0,1.0,1.0,26.0,1
4621,Kanakpura Road,1843.0,3.0,2.0,95.84,3
4622,Kanakpura Road,1290.0,2.0,3.0,74.0,2
4624,Kanakpura Road,1665.0,3.0,2.0,86.58,3
4627,Kanakpura Road,1542.0,2.0,3.0,85.0,3
4628,Kanakpura Road,1300.0,2.0,3.0,69.0,3
4634,Kanakpura Road,1495.0,2.0,2.0,90.0,2
4637,Kanakpura Road,1560.0,3.0,2.0,92.0,3
4639,Kanakpura Road,3500.0,6.0,2.0,225.0,4
4640,Kanakpura Road,1296.0,2.0,1.0,89.0,2
4641,Kanakpura Road,1420.0,2.0,2.0,75.0,3
4643,Kanakpura Road,1673.0,3.0,2.0,115.0,3
4644,Kanakpura Road,825.0,1.0,0.0,36.29,1
4655,Kanakpura Road,1843.0,3.0,2.0,95.84,3
4656,Kanakpura Road,1500.0,3.0,2.0,97.0,3
4657,Kanakpura Road,1230.0,2.0,1.0,85.0,2
4660,Kanakpura Road,1366.0,3.0,1.0,76.85,2
4662,Kanakpura Road,525.0,1.0,1.0,25.0,1
4664,Kanakpura Road,2265.0,3.0,2.0,136.0,3
4668,Kanakpura Road,1296.0,2.0,3.0,89.06,2
4671,Kanakpura Road,2200.0,3.0,2.0,130.0,3
4672,Kanakpura Road,525.0,1.0,1.0,30.0,1
4674,Kanakpura Road,1051.0,2.0,2.0,56.74,2
4675,Kanakpura Road,525.0,1.0,1.0,30.0,1
4678,Kanakpura Road,1591.0,3.0,1.0,115.0,3
4679,Kanakpura Road,1299.0,2.0,2.0,85.0,2
4683,Kanakpura Road,1300.0,3.0,2.0,69.0,3
4684,Kanakpura Road,700.0,2.0,1.0,40.0,2
4686,Kanakpura Road,458.0,1.0,0.0,19.695,1
4687,Kanakpura Road,1700.0,3.0,3.0,88.0,3
4689,Kanakpura Road,1591.0,3.0,1.0,120.0,3
4691,Kanakpura Road,1207.0,2.0,2.0,79.9,2
4693,Kanakpura Road,2775.0,3.0,1.0,165.0,4
4694,Kanakpura Road,1900.0,3.0,1.0,99.0,3
4695,Kanakpura Road,1290.0,2.0,3.0,80.0,2
4701,Kanakpura Road,1868.0,3.0,2.0,113.0,3
4703,Kanakpura Road,1366.0,2.0,1.0,83.0,2
4704,Kanakpura Road,700.0,2.0,1.0,40.0,2
4708,Kanakpura Road,670.0,1.0,1.0,35.0,1
4710,Kanakpura Road,1300.0,2.0,1.0,89.76,2
4713,Kanakpura Road,2100.0,3.0,2.0,140.0,3
4718,Kanakpura Road,525.0,1.0,1.0,30.0,1
4721,Kanakpura Road,1498.0,3.0,2.0,95.0,3
4722,Kanakpura Road,525.0,2.0,2.0,27.0,1
4723,Kanakpura Road,1665.0,3.0,2.0,86.91,3
4725,Kanakpura Road,1665.0,3.0,2.0,86.58,3
4726,Kanakpura Road,712.0,1.0,1.0,38.44,1
4730,Kanakpura Road,1507.0,2.0,3.0,95.0,3
4734,Kanakpura Road,1339.0,2.0,2.0,85.0,2
4735,Kanakpura Road,1900.0,3.0,3.0,125.0,3
4736,Kanakpura Road,525.0,1.0,1.0,27.0,1
4737,Kanakpura Road,1593.0,3.0,1.0,118.0,3
4738,Kanakpura Road,525.0,1.0,1.0,27.5,1
4739,Kanakpura Road,1691.2,3.0,1.0,115.0,3
4742,Kanakpura Road,1296.0,2.0,1.0,89.0,2
4743,Kanakpura Road,525.0,1.0,1.0,26.25,1
4744,Kanakpura Road,381.0,1.0,0.0,28.0,1
4745,Kanakpura Road,1603.0,3.0,3.0,113.0,3
4747,Kanakpura Road,525.0,1.0,1.0,26.0,1
4748,Kanakpura Road,1050.0,2.0,1.0,59.0,3
4749,Kanakpura Road,1600.0,3.0,3.0,90.0,3
4750,Kanakpura Road,525.0,2.0,2.0,29.25,1
4753,Kanakpura Road,1328.0,2.0,3.0,91.06,2
4755,Kanakpura Road,1204.0,2.0,1.0,82.0,2
4758,Kanakpura Road,1100.0,3.0,2.0,56.57,3
4759,Kanakpura Road,2254.0,3.0,2.0,170.0,3
4762,Kanakpura Road,1700.0,3.0,3.0,120.0,3
4763,Kanakpura Road,1843.0,3.0,2.0,96.2,3
4771,Kanakpura Road,381.0,1.0,1.0,28.0,1
4774,Kanakpura Road,700.0,2.0,1.0,41.0,2
4778,Kanakpura Road,700.0,1.0,1.0,41.0,2
4780,Kanakpura Road,1703.0,3.0,2.0,126.0,3
4782,Kanakpura Road,1100.0,3.0,1.0,58.0,3
4783,Kanakpura Road,1140.0,2.0,1.0,65.0,2
4785,Kanakpura Road,700.0,2.0,1.0,40.0,2
4788,Kanakpura Road,525.0,1.0,1.0,26.01,1
4794,Kanakpura Road,1698.0,2.0,1.0,105.0,2
4796,Kanakpura Road,1300.0,3.0,2.0,69.0,3
4797,Kanakpura Road,458.0,1.0,0.0,33.66,1
4798,Kanakpura Road,1300.0,3.0,1.0,69.0,3
4800,Kanakpura Road,1167.0,2.0,1.0,63.0,2
4804,Kanakpura Road,1300.0,3.0,1.0,69.0,3
4810,Kanakpura Road,1430.0,2.0,2.0,78.0,2
4812,Kanakpura Road,2546.0,3.0,2.0,170.0,3
4815,Kanakpura Road,525.0,2.0,2.0,27.0,1
4817,Kanakpura Road,1100.0,3.0,2.0,58.0,3
4824,Kanakpura Road,1300.0,2.0,3.0,69.0,3
4825,Kanakpura Road,2000.0,3.0,3.0,105.0,3
4828,Kanakpura Road,1843.0,3.0,2.0,95.0,3
4832,Kanakpura Road,1299.0,2.0,1.0,89.63,2
4833,Kanakpura Road,850.0,1.0,1.0,37.32,1
4837,Kanakpura Road,525.0,1.0,1.0,30.0,1
4838,Kanakpura Road,1938.0,3.0,3.0,105.0,3
4839,Kanakpura Road,1843.0,3.0,2.0,96.2,3
4840,Kanakpura Road,525.0,1.0,1.0,26.0,1
4845,Kanakpura Road,1622.0,3.0,2.0,95.0,3
4847,Kanakpura Road,1596.0,3.0,1.0,118.0,3
4851,Kannamangala,957.0,2.0,1.0,58.0,2
4852,Kannamangala,957.0,2.0,1.0,56.0,2
4854,Kannamangala,3000.0,4.0,0.0,200.0,4
4855,Kannamangala,1536.0,3.0,1.0,89.0,3
4856,Kannamangala,1262.0,2.0,2.0,55.0,2
4858,Kannamangala,1574.0,3.0,1.0,93.34,3
4859,Kannamangala,957.0,2.0,0.0,52.5,2
4860,Kannamangala,1536.0,3.0,1.0,104.0,3
4861,Kannamangala,957.0,2.0,2.0,54.5,2
4862,Kannamangala,1865.0,3.0,1.0,139.0,3
4864,Kannamangala,957.0,2.0,1.0,55.0,2
4865,Kannamangala,1536.0,3.0,1.0,107.0,3
4866,Kannamangala,1814.0,3.0,1.0,129.0,3
4867,Kannamangala,957.0,2.0,2.0,56.0,2
4869,Karuna Nagar,1200.0,2.0,1.0,34.0,3
4870,Karuna Nagar,1163.0,3.0,2.0,180.0,3
4871,Karuna Nagar,2500.0,3.0,2.0,180.0,3
4872,Karuna Nagar,1240.0,3.0,2.0,165.0,3
4873,Karuna Nagar,2500.0,3.0,2.0,190.0,3
4874,Karuna Nagar,1962.0,3.0,2.0,175.0,3
4875,Karuna Nagar,1057.0,2.0,1.0,65.0,2
4876,Karuna Nagar,1300.0,3.0,1.0,170.0,3
4877,Karuna Nagar,1354.0,2.0,1.0,98.0,3
4878,Karuna Nagar,1945.0,3.0,3.0,115.0,3
4879,Karuna Nagar,1960.0,3.0,2.0,165.0,3
4880,Kasavanhalli,1060.0,2.0,2.0,58.06,2
4881,Kasavanhalli,1563.05,3.0,1.0,105.0,3
4882,Kasavanhalli,1717.0,3.0,3.0,99.0,3
4884,Kasavanhalli,3260.0,4.0,1.0,240.0,4
4886,Kasavanhalli,1349.0,2.0,2.0,78.0,2
4887,Kasavanhalli,1121.0,2.0,2.0,78.0,2
4889,Kasavanhalli,1100.0,2.0,1.0,50.0,2
4891,Kasavanhalli,1200.0,2.0,1.0,78.0,2
4894,Kasavanhalli,1476.0,3.0,0.0,89.0,3
4896,Kasavanhalli,1200.0,2.0,2.0,50.0,2
4897,Kasavanhalli,1719.0,3.0,2.0,116.0,3
4898,Kasavanhalli,1115.0,2.0,2.0,50.0,2
4899,Kasavanhalli,1125.0,2.0,1.0,61.2,2
4900,Kasavanhalli,2170.0,3.0,2.0,151.0,3
4903,Kasavanhalli,1476.0,3.0,1.0,95.0,3
4904,Kasavanhalli,1200.0,2.0,1.0,50.3,2
4906,Kasavanhalli,1787.0,3.0,2.0,123.0,3
4907,Kasavanhalli,1090.0,2.0,2.0,59.8,2
4908,Kasavanhalli,1691.0,3.0,2.0,104.0,3
4909,Kasavanhalli,4260.0,4.0,3.0,272.0,4
4910,Kasavanhalli,2111.0,4.0,3.0,120.0,3
4912,Kasavanhalli,950.0,2.0,1.0,39.0,2
4913,Kasavanhalli,1105.0,2.0,2.0,42.0,2
4914,Kasavanhalli,1863.0,3.0,2.0,105.0,4
4918,Kasavanhalli,770.0,1.0,1.0,43.82,1
4919,Kasavanhalli,1147.0,2.0,1.0,60.0,2
4920,Kasavanhalli,1375.0,2.0,2.0,72.0,2
4922,Kasavanhalli,1200.0,2.0,2.0,60.0,2
4923,Kasavanhalli,4260.0,4.0,2.0,333.0,4
4924,Kasavanhalli,1495.0,2.0,2.0,83.0,2
4925,Kasavanhalli,5000.0,2.0,2.0,400.0,2
4926,Kasavanhalli,4000.0,4.0,2.0,325.0,4
4927,Kasavanhalli,1225.0,2.0,1.0,69.0,3
4928,Kasavanhalli,1917.0,3.0,2.0,132.0,3
4929,Kasavanhalli,1375.0,2.0,1.0,78.0,2
4930,Kasavanhalli,4408.0,4.0,2.0,344.0,4
4931,Kasavanhalli,1309.0,2.0,2.0,95.0,2
4932,Kasavanhalli,1476.0,3.0,0.0,105.0,3
4933,Kasavanhalli,1158.0,2.0,2.0,67.0,2
4934,Kasavanhalli,1214.0,2.0,3.0,67.0,2
4935,Kasavanhalli,2110.0,4.0,3.0,120.0,3
4936,Kasavanhalli,1495.0,2.0,2.0,110.0,2
4938,Kasavanhalli,1575.0,2.0,3.0,85.0,2
4939,Kasavanhalli,1069.0,2.0,2.0,55.0,2
4940,Kasavanhalli,1100.0,2.0,1.0,68.0,2
4941,Kasavanhalli,1715.0,3.0,3.0,112.0,3
4942,Kasavanhalli,1100.0,2.0,1.0,65.0,2
4943,Kasavanhalli,1230.0,2.0,2.0,66.25,2
4944,Kasavanhalli,1819.0,3.0,1.0,150.0,3
4945,Kasavanhalli,1189.0,2.0,1.0,45.0,2
4948,Kasavanhalli,1585.0,2.0,2.0,90.0,2
4949,Kasavanhalli,1245.0,2.0,2.0,80.0,2
4950,Kasavanhalli,2035.0,3.0,2.0,142.0,3
4951,Kasavanhalli,1747.0,3.0,1.0,110.0,3
4952,Kasavanhalli,1377.0,2.0,2.0,80.0,2
4953,Kasavanhalli,1181.0,2.0,1.0,61.0,2
4954,Kasavanhalli,1121.0,2.0,2.0,75.0,2
4955,Kasturi Nagar,1925.0,3.0,2.0,125.0,3
4956,Kasturi Nagar,1567.0,2.0,2.0,92.0,2
4959,Kasturi Nagar,1080.0,2.0,2.0,80.0,2
4960,Kasturi Nagar,1101.0,2.0,2.0,65.0,2
4962,Kasturi Nagar,1896.0,3.0,1.0,125.0,4
4963,Kasturi Nagar,1100.0,2.0,2.0,58.0,2
4964,Kasturi Nagar,1570.0,3.0,2.0,110.0,3
4965,Kasturi Nagar,1000.0,2.0,0.0,58.0,2
4966,Kasturi Nagar,1101.0,2.0,2.0,66.0,2
4967,Kasturi Nagar,2507.0,4.0,2.0,155.0,4
4968,Kathriguppe,1400.0,2.0,2.0,77.0,3
4969,Kathriguppe,1250.0,2.0,1.0,68.75,3
4970,Kathriguppe,1245.0,2.0,2.0,68.48,3
4971,Kathriguppe,1350.0,2.0,1.0,87.01,3
4972,Kathriguppe,1350.0,2.0,2.0,80.99,3
4973,Kathriguppe,1365.0,2.0,2.0,75.08,3
4974,Kathriguppe,1300.0,3.0,2.0,77.99,3
4975,Kathriguppe,1350.0,2.0,1.0,80.99,3
4976,Kathriguppe,1390.0,2.0,2.0,76.45,3
4977,Kathriguppe,1350.0,3.0,3.0,78.3,3
4978,Kathriguppe,1250.0,2.0,2.0,68.75,3
4979,Kathriguppe,1300.0,3.0,2.0,77.99,3
4980,Kathriguppe,1335.0,2.0,3.0,73.43,3
4981,Kathriguppe,1300.0,3.0,2.0,77.99,3
4982,Kathriguppe,1300.0,3.0,3.0,77.99,3
4983,Kathriguppe,1335.0,2.0,2.0,73.43,3
4984,Kathriguppe,1350.0,3.0,2.0,80.99,3
4985,Kathriguppe,1390.0,2.0,2.0,69.49,3
4986,Kathriguppe,1250.0,2.0,1.0,68.75,2
4987,Kathriguppe,1350.0,3.0,2.0,80.99,3
4988,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2
4989,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2
4990,Kaval Byrasandra,1200.0,2.0,1.0,49.5,2
4991,Kaval Byrasandra,945.0,2.0,2.0,50.0,2
4992,Kaval Byrasandra,1060.0,2.0,2.0,45.0,2
4993,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2
4994,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2
4995,Kaval Byrasandra,997.0,2.0,3.0,53.0,2
4996,Kaval Byrasandra,1060.0,2.0,2.0,42.0,2
4997,Kaval Byrasandra,480.0,1.0,1.0,25.0,1
4998,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2
4999,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2
5000,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3
5001,Kaval Byrasandra,1066.0,2.0,3.0,55.0,2
5002,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2
5004,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3
5005,Kenchenahalli,1015.0,2.0,2.0,58.0,2
5006,Kenchenahalli,715.0,1.0,1.0,45.0,1
5007,Kenchenahalli,1150.0,2.0,2.0,58.0,2
5008,Kenchenahalli,1280.0,2.0,2.0,69.0,3
5010,Kenchenahalli,870.0,1.0,1.0,45.0,2
5011,Kenchenahalli,1150.0,2.0,2.0,60.0,2
5012,Kenchenahalli,700.0,1.0,1.0,35.0,1
5013,Kenchenahalli,1060.0,2.0,2.0,52.0,2
5014,Kenchenahalli,1150.0,2.0,2.0,57.0,2
5015,Kenchenahalli,1720.0,3.0,2.0,100.0,3
5016,Kenchenahalli,1015.0,2.0,2.0,60.0,2
5017,Kengeri,600.0,1.0,1.0,15.0,1
5020,Kengeri,750.0,2.0,1.0,38.0,2
5023,Kengeri,8000.0,5.0,2.0,500.0,5
5024,Kengeri,1200.0,2.0,0.0,58.0,2
5028,Kengeri,1025.0,2.0,2.0,57.0,2
5031,Kengeri,1082.0,2.0,1.0,49.0,3
5034,Kengeri,750.0,2.0,1.0,36.0,2
5037,Kengeri,726.0,2.0,1.0,35.0,2
5039,Kengeri,416.0,1.0,1.0,19.5,1
5040,Kengeri,900.0,2.0,2.0,45.0,2
5043,Kengeri,502.0,1.0,1.0,25.0,1
5045,Kengeri,1200.0,3.0,1.0,67.0,3
5047,Kengeri,500.0,1.0,1.0,17.0,1
5048,Kengeri,540.0,1.0,1.0,22.5,1
5049,Kengeri,750.0,2.0,1.0,35.5,2
5050,Kengeri,1741.0,3.0,2.0,80.0,3
5052,Kengeri,1200.0,2.0,0.0,58.0,2
5053,Kengeri,400.0,2.0,1.0,25.0,1
5055,Kengeri,1230.0,2.0,2.0,52.0,3
5056,Kengeri,750.0,2.0,1.0,36.5,2
5057,Kengeri,2540.0,4.0,0.0,160.0,4
5059,Kengeri,416.0,1.0,1.0,18.0,1
5061,Kengeri,883.0,2.0,0.0,49.0,2
5062,Kengeri,1052.0,2.0,2.0,51.0,2
5064,Kengeri,1220.0,2.0,2.0,63.0,2
5065,Kengeri,1150.0,1.0,0.0,52.0,1
5066,Kengeri,1192.0,2.0,2.0,53.5,2
5068,Kengeri,750.0,2.0,1.0,40.0,2
5069,Kengeri,600.0,1.0,1.0,35.0,1
5070,Kengeri,1035.0,2.0,1.0,51.5,2
5071,Kengeri,3000.0,5.0,2.0,130.0,8
5072,Kengeri,410.0,1.0,1.0,15.0,1
5073,Kengeri,400.0,1.0,1.0,25.0,1
5074,Kengeri,416.0,1.0,1.0,17.19,1
5077,Kengeri,2500.0,4.0,3.0,100.0,5
5078,Kengeri,550.0,1.0,1.0,16.75,1
5079,Kengeri Satellite Town,890.0,2.0,1.0,35.0,2
5080,Kengeri Satellite Town,883.0,2.0,1.0,45.0,2
5081,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3
5082,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1
5083,Kengeri Satellite Town,1635.0,2.0,2.0,78.0,3
5084,Kengeri Satellite Town,1072.0,2.0,1.0,25.0,2
5085,Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2
5086,Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2
5087,Kengeri Satellite Town,1043.0,2.0,2.0,65.0,2
5089,Kengeri Satellite Town,818.0,2.0,1.0,26.0,2
5090,Kengeri Satellite Town,1030.0,2.0,2.0,50.0,2
5091,Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2
5092,Kengeri Satellite Town,795.0,2.0,2.0,32.0,2
5093,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2
5094,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2
5095,Kengeri Satellite Town,654.0,1.0,1.0,22.0,1
5096,Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2
5097,Kengeri Satellite Town,750.0,2.0,1.0,33.0,2
5098,Kengeri Satellite Town,920.0,2.0,3.0,39.0,2
5099,Kengeri Satellite Town,985.0,2.0,2.0,42.0,2
5100,Kengeri Satellite Town,2480.0,2.0,1.0,160.0,2
5101,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1
5102,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2
5104,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2
5105,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2
5106,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2
5107,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2
5109,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2
5110,Kereguddadahalli,950.0,2.0,1.0,32.0,2
5111,Kereguddadahalli,1400.0,2.0,2.0,48.0,3
5112,Kereguddadahalli,800.0,2.0,2.0,28.0,2
5113,Kereguddadahalli,904.0,2.0,1.0,30.0,2
5115,Kereguddadahalli,1000.0,2.0,2.0,30.0,2
5116,Kereguddadahalli,1240.0,3.0,2.0,41.0,3
5117,Kereguddadahalli,600.0,1.0,1.0,19.5,1
5118,Kereguddadahalli,1080.0,2.0,2.0,32.0,2
5119,Kereguddadahalli,1000.0,2.0,1.0,34.0,2
5120,Kereguddadahalli,1105.0,2.0,2.0,27.6,2
5122,Kereguddadahalli,1280.0,3.0,1.0,42.0,3
5123,Kereguddadahalli,1015.0,2.0,1.0,35.0,2
5124,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3
5125,Kodichikkanahalli,995.0,2.0,1.0,41.0,2
